# magnitude, photon_noise, read_noise, dark_noise
7.0000e+00,8.1272e+04,1.7240e+03,5.3776e+03
8.0000e+00,5.1279e+04,1.0878e+03,5.3776e+03
9.0000e+00,3.2355e+04,6.8635e+02,5.3776e+03
1.0000e+01,2.0415e+04,4.3306e+02,5.3776e+03
1.1000e+01,1.2881e+04,2.7324e+02,5.3776e+03
1.2000e+01,8.1272e+03,1.7240e+02,5.3776e+03
1.3000e+01,5.1279e+03,1.0878e+02,5.3776e+03
1.4000e+01,3.2355e+03,6.8635e+01,5.3776e+03
1.5000e+01,2.0415e+03,4.3306e+01,5.3776e+03
1.6000e+01,1.2881e+03,2.7324e+01,5.3776e+03
