magnitude,amplitude_tfac1,amplitude_err_tfac1,width_tfac1,width_err_tfac1,amplitude_tfac2,amplitude_err_tfac2,width_tfac2,width_err_tfac2,amplitude_tfac3,amplitude_err_tfac3,width_tfac3,width_err_tfac3,amplitude_tfac4,amplitude_err_tfac4,width_tfac4,width_err_tfac4
7,0.0004803571249233315,6.25302466385672e-05,1.4825958393479926,0.24140827682233984,0.000480359248447511,4.403465787656811e-05,1.4826016529284034,0.16999441787989805,0.00048036025119096797,3.590694456629971e-05,1.4826042896856244,0.13861405636416455,0.0004803603880648911,3.1074821118329344e-05,1.4826046514893367,0.11995868297448953
8,0.0004803499160795329,0.0001003043469344851,1.4825753876671235,0.38731266875085013,0.00048035594605369824,7.022173011483761e-05,1.4825930785770707,0.2711127417051311,0.00048035783566581226,5.714238001209482e-05,1.4825963860135876,0.22059912130887888,0.00048035887308766186,4.940190375568809e-05,1.482600684425677,0.19071576647756164
9,0.000480334381428698,0.0001636636743686092,1.4825341747864689,0.6322225772859642,0.0004803473958212376,0.00011297734718226082,1.4825694457801526,0.4362808588608363,0.0004803516814399087,9.148693237067098e-05,1.4825804342603484,0.35324171352143063,0.00048035404073064634,7.889852435078122e-05,1.4825862392469795,0.3046199031249353
10,0.0004803017266856247,0.0002772049755945239,1.4824444475238654,1.071720502211943,0.00048032810643380537,0.00018560807604405704,1.4825149654599745,0.717104511049508,0.00048033791544156154,0.00014861135416263413,1.4825430392704955,0.5740190620947425,0.00048034332504181247,0.00012741273631827413,1.4825568664516804,0.49206255571215357
11,0.0004802477503580214,0.0005032897160182454,1.4822960649563113,1.9485868223532414,0.0004802899029555868,0.0003187587714475676,1.4824113214121464,1.2327533914906268,0.000480309404242982,0.0002493531273834949,1.482464593668227,0.9638464209454021,0.0004803203083634308,0.00021105750149536234,1.4824933151437643,0.8155848295069434
12,0.00048018285294532483,0.001008237805778862,1.4821179847413393,3.9101934051604506,0.00048023095565095117,0.0005918626125423853,1.4822487967765892,2.2924766569972634,0.0004802590502712729,0.0004454595732327179,1.482325993225022,1.724153982425237,0.00048027681491024044,0.0003683315721634193,1.4823749063733473,1.4249441006725478
13,0.0004801310035241089,0.0022254944648146587,1.4819756583724426,8.64297442128482,0.00048016789826797653,0.0012164357091251612,1.4820773257426858,4.719522462025049,0.00048019462590953316,0.0008746642678508246,1.4821506326351266,3.3910881583514283,0.0004802151345192755,0.0007005431786762602,1.4822066878430302,2.7146308050325865
14,0.0004801016326987199,0.0052515103571844635,1.4818965745275217,20.411395598841196,0.0004801215899747436,0.0027388325905459486,1.4819517769969441,10.639191443630061,0.00048013945132853133,0.0018983430960111155,1.481999237671991,7.371057391700526,0.0004801540081704029,0.0014761169289432504,1.4820382546396886,5.729060152564259
15,0.0004800863660039711,0.012836842928654443,1.4818543554482086,49.91380156069717,0.00048009654321031853,0.006536209776872931,1.4818827698530956,25.407899465168335,0.00048010522789943087,0.004434410017553327,1.4819056360271117,17.233827337353958,0.00048011358738455837,0.0033826539158327835,1.4819280528616627,13.143261351614585
16,0.00048008058181150893,0.03188317150252663,1.481838455654959,123.99037523487316,0.00048008483085353596,0.0160613071090469,1.4818514565668013,62.45390848974182,0.00048008910818270434,0.010786559364504239,1.4818624595915992,41.93944909512139,0.00048009285994221417,0.008149131450566768,1.4818724664778202,31.681356199603943
