magnitude,amplitude_tfac1,amplitude_err_tfac1,width_tfac1,width_err_tfac1,amplitude_tfac2,amplitude_err_tfac2,width_tfac2,width_err_tfac2,amplitude_tfac3,amplitude_err_tfac3,width_tfac3,width_err_tfac3,amplitude_tfac4,amplitude_err_tfac4,width_tfac4,width_err_tfac4
7,0.0004685124908506897,2.8551645001850804e-05,0.9622070854538165,0.1603020617890107,0.0004682110879821414,2.0025817722449766e-05,0.9593570492976997,0.1126675958597563,0.00046810796521787475,1.6304376751185356e-05,0.958348824566767,0.0918032649120318,0.00046806073061279933,1.4101436775966423e-05,0.9578989765163093,0.07942667144487454
8,0.00046941541175479025,4.635691123259143e-05,0.9707275375571616,0.2586412283011578,0.00046866808319290265,3.2132542893118884e-05,0.9637104100484274,0.180204826666686,0.0004684169786723664,2.6057004830395396e-05,0.9613036948977306,0.146395539339914,0.0004682883821298126,2.2489355229424127e-05,0.9600822458536243,0.12646447541865694
9,0.00047164841000368906,7.773568132884173e-05,0.991103890366169,0.427487365927194,0.00046979654225436026,5.247249880994313e-05,0.9742908687335228,0.2920106931286424,0.0004691732576454382,4.2148162423419316e-05,0.9684590080047724,0.23553503225610986,0.00046886151253824426,3.619717543280985e-05,0.9655305663490525,0.2027246285259166
10,0.00047692271346056153,0.0001388944988381582,1.036118723676658,0.741700458676754,0.00047257984928050176,8.90809501058212e-05,0.9993194687986231,0.48712102766171167,0.00047105629316113835,7.009520630620397e-05,0.9857806163437091,0.3869151195139407,0.00047027407647433616,5.9530101841542436e-05,0.9786754965293772,0.33024085235849676
11,0.00048746642311454637,0.0002716991781037029,1.1178989615365813,1.3867516433045917,0.00047898437030109226,0.0001625608365486435,1.0528246445887854,0.8594349948966932,0.0004755493486602299,0.00012337679743375983,1.0247510284592825,0.663521740420683,0.00047372687787924575,0.00010255200375636688,1.0092841957499488,0.5570553672327824
12,0.0005017844187577156,0.0005736692365291388,1.2190293913746424,2.8000683380945093,0.0004908744053372495,0.00032499080679060057,1.1427652249153557,1.6390755750196533,0.0004849946318462872,0.0002370534391231369,1.0994381711158847,1.2213635504102953,0.00048140884475393505,0.00019137867943695954,1.071986203814481,1.0007084901826389
13,0.000513534963535876,0.0012766535465494092,1.297347966479224,6.048933157037132,0.0005051474092121348,0.000696014293657278,1.2417729907776294,3.367062040250664,0.0004990336010201058,0.0004945158797678621,1.2001941117947676,2.4321646546193754,0.0004944580261686491,0.0003903905459186905,1.168310960969756,1.9461988003337305
14,0.0005201247563183757,0.002982429728545894,1.3400761353318256,13.911664418183996,0.000515616692936228,0.0015680803256636021,1.3109272995486807,7.393046988707478,0.000511679506880811,0.0010898877079996516,1.2851868856714708,5.187220910860743,0.0005082339476881129,0.00084694464516523,1.2624016785966696,4.065205923633704
15,0.0005231614794249208,0.007227475586735993,1.3595970377180144,33.464496373528284,0.000521124031883615,0.003702678483764669,1.3465259961171405,17.229237424696997,0.0005192019012586637,0.0025237801632550217,1.3341836922884327,11.797004613259322,0.0005173758252345177,0.0019318157399057976,1.3223609748239749,9.070185570691589
16,0.0005244451195742852,0.017871244209007753,1.3678258222984268,82.48532862331295,0.0005235931562710361,0.009029910158341344,1.3623840185415894,41.763718939380766,0.0005227589266222876,0.006081203606186944,1.3570285606906574,28.184248937917648,0.0005219404930049078,0.00460564845933823,1.3517800796214878,21.387580877207853
