magnitude,amplitude_tfac1,amplitude_err_tfac1,width_tfac1,width_err_tfac1,amplitude_tfac2,amplitude_err_tfac2,width_tfac2,width_err_tfac2,amplitude_tfac3,amplitude_err_tfac3,width_tfac3,width_err_tfac3,amplitude_tfac4,amplitude_err_tfac4,width_tfac4,width_err_tfac4
7,0.0006277504680468184,6.532844283436505e-05,1.3471236489017524,0.20840184373512058,0.000627750105017688,4.6097592601034104e-05,1.3471253693060414,0.1470780785831097,0.0006277500045253256,3.761249543715731e-05,1.3471197712515621,0.12001374362416183,0.0006277498082165356,3.256188310748267e-05,1.347118848475781,0.10390188692232011
8,0.0006277539863330723,0.00010419091877568706,1.3471401642113792,0.33221923721798974,0.0006277518695418258,7.328877910314793e-05,1.3471337482403605,0.2337754102753945,0.0006277500863643026,5.974040182998582e-05,1.3471218350421226,0.19058769370080933,0.0006277489577329164,5.168887819489791e-05,1.3471176703065748,0.16491443913153328
9,0.0006277622247026148,0.00016769345085927825,1.347179523604431,0.5340741461867331,0.0006277554570678285,0.00011707660331704648,1.3471470889625055,0.37322292265736673,0.0006277530413310772,9.517438915970063e-05,1.3471357222199067,0.3035155522150851,0.0006277537643111858,8.224592409345143e-05,1.3471413964778216,0.2623239701819524
10,0.0006277816599574111,0.00027572366302937507,1.3472714311538878,0.8758338639982747,0.0006277643686226531,0.00018914571875735983,1.3471995503706413,0.6021190913722164,0.0006277613328227029,0.00015282370340870431,1.3471732321735153,0.4868787640407897,0.0006277570013156725,0.00013163312770789158,1.3471549526547204,0.4195384516483506
11,0.0006278214999295766,0.00047431634131677873,1.3474591002210166,1.498793789372669,0.0006277916314079959,0.00031361671602022246,1.3473153334875048,0.9952211826867416,0.0006277765628909219,0.0002498607535675992,1.3472469720626878,0.7942386238239145,0.000627770739315886,0.00021365818414102234,1.3472238469990265,0.679776330466836
12,0.000627892167373594,0.0008829430036925582,1.3477900497138522,2.7672446142574763,0.0006278397791647242,0.0005483743183731926,1.3475496865751135,1.7297540314603554,0.0006278116011484591,0.00042504710798899677,1.3474246712501883,1.344790685017345,0.0006278006851454047,0.0003578614419142098,1.3473618595730623,1.1342359275725589
13,0.0006279723701605262,0.001819898956104946,1.3481771854576914,5.653060171376594,0.0006279100874495247,0.001045819895246446,1.347894256611622,3.2702966298952143,0.0006278749136328156,0.0007773265371450135,1.3477171277181694,2.440499982738665,0.0006278559913809761,0.0006374196072507387,1.347618225059798,2.0066206986297415
14,0.0006280420900127389,0.004106132224373684,1.3485043109214996,12.669981908417142,0.0006279907193137867,0.0022097264377799316,1.3482781457883664,6.85045061426688,0.0006279570412126408,0.0015705849424797538,1.3481045564072542,4.886475656276305,0.0006279310462615884,0.001246773768773658,1.3479822972351878,3.889858042585689
15,0.0006280784670409507,0.009809763473286954,1.3486810833814407,30.157967526128196,0.0006280537687175871,0.005072921196452438,1.3485562930719643,15.634813643537136,0.0006280287241896434,0.0034904042961830728,1.3484430712572752,10.78132302047202,0.0006280082215720703,0.0026967057367756793,1.3483608363190145,8.346026744876383
16,0.0006280966925033722,0.0241200991145341,1.3487634212177064,74.02629402861335,0.0006280843629892669,0.012232852319915949,1.3487050156474971,37.58609023959363,0.0006280717678417394,0.00826899570400148,1.348662673416342,25.435424769485884,0.0006280606968223151,0.006286356711100239,1.3486002475984034,19.35482224146559
